;avg latency (quantile 0.5);WorkerCount;denormalizedPredictedResponseTimeAdded0Worker;denormalizedPredictedResponseTimeAdded-1Worker;denormalizedPredictedResponseTimeAdded-2Worker;denormalizedPredictedResponseTimeAdded-3Worker;denormalizedPredictedResponseTimeAdded1Worker;denormalizedPredictedResponseTimeAdded2Worker;denormalizedPredictedResponseTimeAdded3Worker;denormalizedPredictedResponseTimeAdded4Worker;denormalizedPredictedResponseTimeAdded5Worker;advice;postScaledTargetVariable
334;5785260.246;2.0;3259106.666112432;2970508.7906711344;962508.429937375;4957832.56410293;2993862.3356634052;1456323.4427831308;4955632.129042619;643887.3136042613;4933111.925280481;1;2993862.3356634052
335;7057901.192000001;2.0;3248213.6120804353;2967693.6264566947;970506.5357056962;4957842.689670805;3139069.3256371347;1520704.7856013055;4477121.046275737;623475.7255053862;4950716.164556917;1;3139069.3256371347
336;4335789.603;2.0;3336344.4989312664;3253685.889150751;2227584.987450342;4957647.824674292;2668494.802615438;2331479.742427037;4802136.886711156;142924.4840500126;4958088.404749798;1;2668494.802615438
337;5939385.762;3.0;3747551.4925258835;402394.1784208984;2325254.6307875593;3707048.2743552923;1733331.884767561;2655944.4865959575;2744171.7404233236;1859810.6355500857;3905253.4961885405;1;1733331.884767561
338;5060524.9245;3.0;4232376.1913896995;4764517.3770541875;4103195.2753060036;2797304.347370607;2723391.120031134;4296270.518263754;2956604.1111433343;3786660.236489088;3846871.127859108;1;2723391.120031134
340;3508851.3793333336;3.0;1679975.3599007186;4739863.100957351;2731653.3846683083;3365025.1150104;3635747.199897389;1936733.174045175;3790257.775417466;1340906.6696977094;3905249.1371697197;0;
341;2121913.239333333;3.0;2629702.1452740403;3878678.449040573;2207919.9393359837;3680191.8329193825;3119169.125171691;1858617.6471646077;3797818.53079555;1309925.8830641087;3905253.4941288675;0;
342;2628173.209666666;3.0;2511719.771430319;3174282.0136573846;1955349.8574586534;3668757.1237717625;2566228.637499805;1890327.338501077;3518717.420462082;1307811.5761672398;3905253.4972496317;0;
343;1314499.289;3.0;2139180.36649307;3186478.4350539567;1779778.668307031;3744066.5666457186;2590153.1116314777;1645564.522224201;3728180.6253438517;1307759.3173726005;3905253.497281271;0;
344;1215001.0280000002;3.0;2008879.5860563333;3341717.8684124397;1815833.3640232203;3766994.40203262;2729845.4122975757;1615993.8044729847;3809037.7022776552;1307766.2251386875;3905253.4972812016;0;
345;1006736.6013333332;3.0;2033415.846110495;3540570.7189121484;1900577.8976122993;3783137.872271347;2908913.991791868;1652435.4809501774;3841525.456274633;1307798.1561028287;3905253.4972807914;0;
346;144597.429;4.0;2403035.307286194;3214207.9872659263;2275158.7845197776;1431449.9177275836;2815174.247421178;2244376.8296093643;3367295.2537318976;1636663.9655278954;3903390.179100805;-1;3214207.9872659263
347;146254.76966666663;4.0;2739338.226986832;2857368.587916048;2941198.046858859;3040082.455429531;2545392.927197882;2948907.363219104;2664016.01135268;2302918.5360624366;3303260.070191715;-1;2857368.587916048
349;1357116.175;4.0;1636275.363191261;4268104.002249347;1694924.918788387;3466874.4136341563;3312652.0916914428;1319251.0964809374;3817624.3476824732;1268490.5025134834;3905421.0907102246;0;
350;276067.5220000001;4.0;2237663.354498116;3551143.4536173334;2456122.6780347032;2791200.743299278;3126474.8094858206;2533486.249445731;3444475.4505177564;1597795.7162918707;3898353.418720253;-1;3551143.4536173334
351;696960.3515;4.0;2119012.1018525045;2627980.676642205;1551963.2903309225;1162095.2626173492;3739938.6503317566;1212877.0635335026;4098076.606895721;828848.1036246739;4314197.934231944;-1;2627980.676642205
352;766058.93525;4.0;2978472.0088939476;1271687.7840569143;1343782.6095241297;3037948.052784091;2603416.446729525;3303542.754196903;1211742.8355961833;5073502.358549972;-112955.30392297983;-1;1271687.7840569143
353;573444.0683333335;4.0;3274769.422794633;2137769.461817812;3309163.5493439715;3100233.728603445;2491053.6127706175;2384328.049367334;2024003.8821520882;1591145.258710007;3174582.3366487916;-1;2137769.461817812
354;1221586.9185;4.0;2977524.934520709;2982997.0525729284;3116181.626080922;3136618.261271664;2502297.334912566;1321563.3341568366;4750372.642867331;425631.72139707784;4642149.090723441;0;
355;1892382.1545;5.0;3260051.321336759;3046411.30857729;1809668.7045409353;2802203.7220214354;2640233.1322677964;2781549.3033474414;2437296.136180089;3509704.998641736;1877498.1522892877;0;
356;1729578.697333333;5.0;4091616.992717172;1512700.0243895366;3561068.8433942455;3675841.6067283973;1806934.4277064272;4040980.9407984233;3233349.7206677357;1930130.90811652;3899923.282488486;0;
358;3044494.67475;5.0;3315301.496281332;2332175.4371468793;2982013.2526532686;3163721.7203774955;2339242.075999037;2564139.8304027864;3320376.9355777735;3559767.1604199256;2002815.819088164;0;
359;3207320.27075;5.0;2719665.158644483;3767012.411671131;1417663.5630250152;3880434.3551125675;3045737.96573042;1463444.6703088132;4700889.128014241;1996629.8905634133;3056046.922316036;0;
360;3898597.6248;5.0;3348488.6186759975;2669899.4454034865;2880518.9978647893;2517199.7253561695;2116882.584831978;3260266.0729841017;1867360.201154987;3869899.50606433;1368214.4343975203;0;
361;3276369.555;5.0;3008148.3689387343;3658957.759937972;918786.1281017503;3217916.509826041;3455409.593383665;1422791.0685341319;4048634.269980675;1868248.8295452155;2807396.693345652;0;
362;3415319.40775;5.0;3140699.6217546435;3404955.576948527;796714.2210040321;3072315.245900758;3242630.96837022;2102062.4651343413;3734612.160241216;2373440.362870118;2294591.5598333506;0;
363;2951687.877000001;5.0;3154052.198382184;2757875.8683946263;2349670.77170585;3091583.1074526757;2322380.445718346;2507510.202297303;3362550.906254229;3672045.185040898;1881219.994162229;0;
364;3125805.79;5.0;2574817.6384148994;4008547.7745780293;1051133.4917147867;4203924.815549698;3341139.071870788;1496332.5843035786;4860812.332344187;109534.95752586432;4689666.1699701045;0;
365;3259266.481;6.0;2891557.2473552753;3108083.2495224834;1572128.9535554503;3485944.853353286;2624399.0516338516;2374759.2505734414;3880110.5170155847;2885466.199015105;2295222.615716394;0;
366;5317320.247400002;6.0;2072980.9838506223;3120254.2981063006;2639204.0643493067;1689720.4507503978;1882949.6893786187;2914770.236615805;1534737.8560804338;2226795.205192293;3030703.948736851;1;1882949.6893786187
368;5057728.108500001;6.0;3947145.610945787;1389216.7354483681;2388067.6056052716;2153082.031861352;1026587.4662375272;2519859.862602989;1274345.5533223108;3305626.939030063;1579562.8244951533;1;1026587.4662375272
369;4721905.335;6.0;2215263.1365549113;1274093.4071825757;3462944.8207865595;144749.54821413776;1208615.8702218782;4940693.536725575;-1235055.3612370673;6702347.986340821;-1544793.6877652507;1;1208615.8702218782
370;4961483.9045;6.0;2985545.2274901606;2122070.0776302107;920065.9534475463;2909513.375001961;2689442.756218659;1235655.7341770362;3944583.761686814;-1269137.5154862464;4920150.5416901875;1;2689442.756218659
371;3587528.321600001;6.0;3253182.1650362257;1645302.2677735263;2850845.59884397;2044004.7116533583;1483421.7347669275;3693793.5752473786;700463.461778063;4032122.1462736255;372026.86517423193;0;
372;3889154.847;5.0;2910502.800302293;2050416.2634643223;3074583.6979553644;2765755.0480929194;2724743.1799388053;3292608.7200464997;2179338.455908501;4149285.665979837;846882.014783763;0;
373;2611473.8793333336;5.0;3795347.003788625;2283447.390737629;4414586.675815794;2137498.619027291;3183331.4981016074;3801760.049650463;1667549.5285567301;4499925.417951107;670827.5732200055;0;
374;3323524.78775;5.0;3306662.844820773;2618359.348419564;2464429.4347036392;2875804.07819953;2150947.875739932;3060032.9497461943;2790341.093914809;3749467.433569349;1709195.17055959;0;
375;3319815.2686;5.0;2893709.308581186;3828318.0838901815;651487.9219209227;3414048.528962981;3693790.4687317414;1640126.2153788372;4409490.064452127;938372.342556696;3528945.5497919642;0;
376;3296062.9555;5.0;2747456.5146459877;4015700.6207586634;-248739.03909059087;3988763.387146326;4037609.7330002314;1070455.8719974025;4884057.076635672;-1499238.2806687013;4952556.3689247295;0;
377;2897434.8035;5.0;2779647.8500784948;3443425.5060119657;1618428.753642733;3734770.933777947;2763805.396705068;1719299.4291548647;4556554.356449042;2455097.5565197454;2359824.0893124617;0;
378;2878298.5719999997;5.0;2892208.4692916633;3383189.0505243037;1762691.9459698498;3437167.931279544;2676482.6994327265;1993245.380317822;4201523.387565298;2988825.350849126;2292184.975954095;0;
379;3156842.972333334;4.0;3319649.5027643703;2975755.6398372753;3069328.8047745517;3623630.92660878;2787188.931650617;1479403.466911178;4842675.974953907;732512.3113462257;4158116.3149580546;0;
380;2591426.228;4.0;3099568.2881048284;2797159.176326065;3290476.8576833326;3147146.014395722;2708878.950982301;1937905.671829075;4441786.952928026;3471446.541621681;2252425.3117844546;0;
381;4230031.989666666;4.0;3454973.5992959864;2752629.46794537;3915083.282926448;3125244.9139542617;2962011.888871553;2346301.4678139267;4007381.767252436;3826962.7671276745;1845530.467660304;1;2962011.888871553
382;2994776.5130000003;4.0;3529853.178794056;2814992.103402845;3790303.7985446374;3184248.834411644;2883664.493564437;2066247.7592172322;4333458.793758147;3683513.7356488495;2062800.326287789;0;
383;5724204.537999999;4.0;3367007.755436169;2818794.081955651;3512101.531000974;3162632.858390931;2773856.103379864;1935763.7901694537;4392550.7840978205;3611748.57621479;2171919.9249735028;1;2773856.103379864
384;4064132.468666666;4.0;3041029.7856470007;2911689.061911204;2637284.3908375176;3087737.974166167;2260632.2775233877;2923807.5320758973;2833462.232841606;3488399.338238655;2120500.79356608;1;2260632.2775233877
385;5564916.3204999985;4.0;3281533.620454576;3657697.5278656916;3135532.9815275106;3098087.9846878606;2677932.8530161986;1633423.511083153;4111730.187405725;3288065.394026641;2153870.4206424137;1;2677932.8530161986
386;5583108.878;4.0;3366027.193412495;2905402.3202877208;1279477.751183603;3086791.077982484;2549086.820272157;2639965.7614057553;2765743.303885129;2425358.573929731;2307713.551627782;1;2549086.820272157
387;5126100.9065;4.0;2944384.5886680093;3131112.1127241226;2684578.619114608;3088866.1980886594;2395267.2898867875;2640190.529770746;2840797.9976923456;2707965.278226797;2289212.0535689755;1;2395267.2898867875
388;3094336.865666666;5.0;3574729.2036974262;1940035.5136619813;3501210.492565017;2430075.975023517;2291011.907039878;4085374.9463140704;1569232.215279618;4152031.11834939;1236731.0350680517;0;
389;2930192.088333333;5.0;1934572.8307934743;1363603.223419856;3053964.7123927935;-357950.7990606711;926692.2893285925;3459000.3651748947;-1033448.2860271587;2328272.808436334;-1043944.8365946739;0;
391;4791833.8774;6.0;2173365.7151531023;930385.4299388708;2641557.179857304;1346863.0923416927;1305730.3373852922;2809658.8245174065;689374.7026319408;2308121.1182093113;3069294.9014015147;1;1305730.3373852922
392;3866649.084;6.0;2447758.1983502544;1646267.3222675982;4153442.9991438733;-736201.1643856713;1972674.209799211;4626296.407821595;403266.5217335667;6747394.974615064;254910.30261445217;0;
394;4150477.007666666;6.0;2102100.0678611137;3173297.2004569056;1895415.2540701649;2381266.2933826065;3513843.758340982;2364860.3297717613;1270585.9311135537;3714274.4683038583;361553.16677665914;1;3513843.758340982
395;3682666.7835;6.0;1928088.7398380088;2836147.507879057;786610.9214747474;1221595.9716841043;3759284.234992313;1634531.5859948683;3434873.615770376;5372202.630787299;120132.71942108733;0;
396;3636866.839;6.0;2782413.2418591394;1432205.0095939217;2062527.0778968197;1281706.723163125;2517002.0985245937;3274773.6835992164;263184.70865957707;4486254.624226962;407332.2029100625;0;
397;3280518.41;5.0;3825856.393088196;2022855.029153304;2724813.2186694597;2608347.1216193424;1476612.9687592776;2755183.8002311615;1931448.5712005845;3420673.1470766054;1781775.6991311722;0;
398;2867196.4638;5.0;3659878.9540951927;2482640.629213561;1547679.4805541167;2725365.382837891;2273459.102353247;2624792.5369637934;2154554.0933932452;3279330.235168832;1937423.4554790833;0;
399;2880797.7914;5.0;2818570.9183123736;3331557.3710484067;-803161.8114354851;3480726.213604158;3461021.320229352;757134.5259870471;4781531.471513129;-1479033.7305951505;4924896.526244328;0;
400;2745577.5096;5.0;3266990.355792493;2696018.143614098;1212227.5895523466;2722482.9380270615;2610108.488567322;2295293.4215117423;2399698.683494821;3308871.1496027736;1914060.4141238949;0;
401;2855688.9144;5.0;3297303.2709448496;2837680.074454919;334244.9470197085;2867958.146586354;2916318.4212107914;1685892.4973863298;3201054.379256774;1849858.3928727251;2226971.459104793;0;
402;2871113.3158000004;5.0;3467656.672204212;2730193.5499236137;409342.49168958137;3047604.1051110253;2697015.983084135;1643963.1269495117;3625071.133037833;216580.54899477234;3328250.95519754;0;
403;3285427.78225;4.0;3049375.8169972957;3386151.579482362;1213477.8938000863;3088211.396848041;3213730.5394708673;2350933.4514292204;3630408.127898948;2212859.303357281;2309569.2998158117;0;
404;2999188.7025;3.0;2716214.901336114;2998650.322382783;3688897.649441401;4710421.007106547;2787451.67858102;1122588.1508151046;4935057.878305287;-646084.3377277998;4957341.7372835325;0;
407;4073368.5725;3.0;3239686.673971659;2922007.29087447;4801255.647684902;3599164.6146926773;3327304.2501495034;1884466.337990776;4817336.05427135;1480322.0739751817;4116615.6438264824;1;3327304.2501495034
408;5014845.479333334;3.0;2966848.7147452664;2922532.1060506157;4256623.208306408;3542614.736737248;2762559.2457472375;1667572.925238883;4585816.64053822;3141164.8730687913;2308652.354190987;1;2762559.2457472375
409;5014845.479333334;3.0;3348775.9823918743;2856727.8368515773;2572488.888078925;4006487.4154759245;2171622.1983229984;2648546.149670571;3504187.2684530015;2307869.6657353644;2385449.713946383;1;2171622.1983229984
410;5209193.090666667;3.0;3082414.8894945313;3530388.9350925344;2573563.395205182;4722879.749827378;2651630.3857038757;2443056.9056716445;4170544.24886789;2281341.401540274;2316350.4282854334;1;2651630.3857038757
411;4303777.1795;3.0;2463768.562537545;3731102.999003208;2486703.8075503907;5034320.188132547;3012499.5803436134;970408.8005654208;4955075.98270219;-1540581.452234783;4958088.496922699;1;3012499.5803436134
412;4337109.68;3.0;3626533.0984994923;2955804.713100381;5082461.577556013;3871231.7897133;3693389.5681545115;2479026.301625189;4887188.809113751;2112026.268957591;2332213.647189603;1;3693389.5681545115
413;2556025.208;4.0;3867752.4903356587;3028456.273481409;4610711.6310095955;3593150.9446450877;4643857.87372257;3142768.8471060917;4372273.971608687;4026007.177138837;1789271.9379517874;0;
414;4989070.941000001;4.0;2998432.3572140695;2971888.4611360426;4915786.202841569;2750943.6628486393;2895014.596345612;4931456.644795989;2633469.7567493836;3458331.3546303227;2903459.900320906;1;2895014.596345612
417;3437959.35325;6.0;2671144.951263891;2256222.2201897143;2846767.775154906;3125186.742920803;2276844.010499701;3226355.0316743427;2900077.249277054;2247287.4855403574;3401835.776564489;0;
418;4782037.116;6.0;1795632.619991694;2487703.137260077;4038080.0787625276;521092.8698526759;2405170.6924164523;4324288.93194553;1832740.9181798126;4957940.037383778;254919.74120843376;1;2405170.6924164523
420;3460074.8666666658;6.0;2138078.706277226;1164759.0422592016;2729510.4350220417;736200.2884711274;1054388.8120225226;3519010.868726398;482833.5988234257;4134772.2165141073;1150965.2881623884;0;
421;3111655.349166667;6.0;2612169.744569002;2447622.571521793;2877397.3719856204;811435.9797456018;3172751.462903481;3384415.2652195687;1888671.06609917;6535133.685954238;-84859.8830603;0;
422;3051456.273666667;6.0;2402002.292554428;2982402.9640741814;3307669.5668740766;422356.75174413587;2491909.833401386;4479049.008788881;184921.00119464647;6743530.704230927;-1545221.3241523472;0;
423;2448365.70575;3.0;2945534.0796587183;1765673.299924129;1273780.778046354;2212357.8310127733;2931131.6054059993;3648995.308571317;1251462.5507340536;4646304.296229571;-224761.70566017227;0;
424;2100051.03;3.0;3429777.0732030133;1961372.6551280015;813791.1301012059;3000833.3023476815;1922304.3485161418;2689664.222965513;2416484.3927304503;2056178.9126845365;3222827.0573426024;0;
425;2116806.872333333;3.0;2760333.7142554526;2848045.324000501;2482690.502254723;3860343.1405683826;2315993.953481181;2223242.4534809673;4289191.608415547;2361552.284164136;2380267.2666063122;0;
426;86590.68199999999;3.0;3595785.064606425;2888190.296036742;4804691.267399818;3845502.235652278;4483124.191763512;2996984.641634008;4033210.7013083827;4020912.8216965357;1624746.1005959504;-1;2888190.296036742
427;1691154.1605;3.0;4637633.854973392;3764144.422745082;3810906.3909705128;1727613.1805140586;4942520.5792869935;3685479.4879927626;2370124.5987316146;4743914.391659376;918943.8662211542;0;
428;1801368.514;3.0;2959903.2941939645;3166683.6179142054;2987822.0701866113;3974543.4340750733;2658141.8825717997;1556613.5161149744;4305276.85757057;1557422.6573199788;3946449.438683084;0;
429;2868243.2383333333;3.0;3244675.008898042;2399557.7324013463;3344584.9916264806;3749518.884712393;3070249.094109858;3874199.4107960546;2287404.5938511617;3985499.4234281485;1364763.1309760618;0;
430;2874383.441333333;3.0;3392477.853418292;2910038.6810659515;1454847.3328404583;4830988.97708482;2709204.9403541065;3076838.2017524755;2602480.6591463345;4027511.228656419;1297024.9882814735;0;
431;2744494.1980000003;3.0;3725732.7484012824;2243829.36925571;3404792.076189894;3574531.1947837076;2248919.1301957695;2800502.352760329;3216937.3764549955;2449659.099640153;2317706.4272172316;0;
434;4705006.288000002;4.0;2898907.5361565645;2486435.664247934;4323294.331943813;2637807.3880613777;2161448.267170014;4245544.115665065;3864563.1610322343;1823614.0177267548;3905253.491885815;1;2161448.267170014
435;12523477.339999998;4.0;2833331.0712089604;2178679.2093657353;4882299.720503847;1726404.2864788182;2040663.1117577117;4911492.9060980715;2267474.647531871;4831832.14005522;2902333.347979554;1;2040663.1117577117
437;6086861.278666668;4.0;3413315.9625503663;3053630.102123119;1462612.8908253044;3096525.2193545424;2388456.702910448;2684315.9969424354;3293403.648161692;2362359.8660118063;2310194.2044856898;1;2388456.702910448
438;3311612.535;4.0;2610813.7066705874;2853303.2558714375;1860505.8267333265;3324220.68029527;2803399.500878965;1373538.6524342836;4886323.90794367;942837.6824758219;4930646.674111622;0;
439;9516180.87;4.0;2676709.892045011;2901255.0456084237;1991577.9563700755;3392956.402150171;2788876.191495249;1190071.5594105818;4933001.078416852;327074.7931395978;4957132.718903223;1;2788876.191495249
440;9441937.4235;4.0;2990736.8256160216;2240499.659140897;2068548.1560424443;3105853.361558854;1918591.1252437376;1562360.2058962747;2504001.923456061;-1400577.9888696948;2978448.9161291923;1;1918591.1252437376
441;6535166.598333333;4.0;3102345.9967798726;2924680.707821715;209345.68753683055;2300257.425550018;4285310.0282468125;1457808.7135117075;5287961.384027337;-205442.39678300996;5455183.839003279;2;1457808.7135117075
442;6372815.4885;4.0;2889991.3586632637;3582584.289481563;3350730.2408846593;1014432.3459997666;2595858.631830716;3685499.875566245;2585006.1503929296;2023547.0854902547;3903957.0514961937;1;2595858.631830716
443;3348236.04925;5.0;1813597.418567223;4132349.601141874;1922052.8966589924;4105697.0627323217;3485028.7427050928;1905551.0725743684;3775628.7600949984;1342422.8570823388;3905364.7437846567;0;
444;2669035.45125;5.0;2067548.2395139707;2007808.1131148003;2625825.3510816162;101259.75232696987;2346051.693186711;2614717.648640301;2051317.4338211482;2310293.8526316457;3692577.8310046005;0;
446;2515495.6216;5.0;1939201.9131691891;2012905.513569352;2318310.112613562;3179260.402749353;2180706.9428485297;2321558.658018838;2638595.8664049488;2115196.031629016;3365667.8455627384;0;
447;2499610.7906;5.0;1835571.8344984252;2077610.551068671;2219702.158545948;3240598.791981375;2235066.2542209653;2170272.9122897624;2772856.2685575825;1951000.402982095;3421942.5978184906;0;
448;2314591.6706;5.0;1690780.685594353;2514639.7052085367;2073544.2470871995;3542545.5938965664;2461741.396564914;1961780.1951741846;2999294.1616427903;1596926.3502324396;3765684.489670354;0;
449;1255352.3917500002;5.0;1639634.226382072;3115035.8629208435;2616364.5702582807;2719970.975238841;2744809.0905429414;2721166.046625417;2508184.620077742;2157609.234409039;3077808.8963754703;0;
450;1820193.1458;5.0;1511652.8009643692;3482875.634920931;2845015.948807427;1504481.4291862946;2843679.454327434;3142071.5573491105;2295504.4885935895;3106678.1285579423;2895560.996256543;0;
451;1891615.461;5.0;2273965.584082747;2171793.074229867;4791606.329724039;1273321.0680693956;1529402.3819506564;6260773.405821461;-1268292.2919146894;6758252.668785528;-1545312.6052280494;0;
452;1820193.1458;5.0;2559890.3043579087;2692171.901369675;1421945.9479674585;883956.6082000473;3011930.525933327;2030687.493368457;2647200.5070821466;1351984.6727507096;3818353.853850166;0;
453;1617330.282;6.0;2664614.180027343;2188496.84869665;3594800.054511206;1016753.0317859921;2476699.025571677;3979001.0266476697;2010677.6547803557;3798931.0376977604;2677297.240339474;0;
454;2672131.1654;6.0;1512525.1121636964;1106680.3959111383;3743948.0539404247;-1432742.8585595107;2037679.715584025;4176223.845342893;-1456151.0734957934;4958006.380459231;-1545312.6017391519;0;
456;3285487.382833333;6.0;2291016.2525807135;2766400.501699974;1707229.7124790405;1617571.062840327;3535160.7724472363;2481697.5572531344;1410607.2252312265;3754649.838106404;378017.22973670834;0;
457;3334576.4475;6.0;2432277.4658611673;1026115.2212350781;3696949.915021044;-1037120.1396792557;777127.1787099842;5203089.894941345;200697.40439150957;6493628.8946187;998867.7003584334;0;
458;2974106.2543333336;6.0;3142650.07489882;1292479.0159985558;2998026.8962348565;1529493.5428526918;1770011.4784468221;2802910.621023126;555582.7817940485;4009543.951453614;790872.2462518114;0;
459;2901932.739400001;6.0;2853934.7838070625;1406892.2514644626;2525796.4875192167;475605.6489009343;2593579.5034238775;3913209.2024172363;104883.0833307033;5982816.769386803;-1470855.4526953043;0;
460;3003929.6188000008;6.0;2710926.834466391;1955626.7301921134;3126610.7646554913;1562606.945742081;3237606.859459627;4376763.990285777;2179031.1735093826;5297267.371284028;153271.56832705016;0;
461;2823921.2369999997;4.0;2976795.0902416687;1435018.8085246296;2077498.3371954442;1350114.196884895;2868295.877064569;3370295.710598422;1823477.4511203575;2332376.188011546;3944065.531401864;0;
462;2615906.603333333;4.0;3272579.1170677026;3189445.8165133973;2101472.4353443487;3089686.824622815;2399249.5791649134;2748998.162761414;3481568.704557272;2903167.258864406;2277736.3858043645;0;
463;3001244.0705;4.0;2447780.9620741336;4178795.747991446;1279440.4322677504;3163123.5631290637;3346008.1040022317;1132317.0406844104;4889049.931716287;-1049826.726622027;4699250.753607463;0;
464;2703871.805;4.0;2354797.3164036493;4323031.518370032;808896.6128722705;3218638.8166593392;3661629.086114968;874963.9769568953;4933963.072996066;-1519900.8546239343;4956992.841120918;0;
465;3241298.9889999996;4.0;2806109.3712988426;2973914.826770348;2336207.1110153175;3701063.9316941984;2829051.4189725947;1182821.8944663159;4934754.029567429;70118.42138639903;4872709.797068537;0;
466;3135683.135;4.0;3067746.112685663;2803066.8882899503;3518993.6389878867;3076153.545428506;2260584.369964821;2662160.1057757265;3044508.667612606;3759693.930564015;1768452.4329758303;0;
467;3308090.145;4.0;2957192.0983132767;3671728.738149895;729775.1861615045;3148454.9674984426;2966145.3145921826;1770761.4896542714;4881080.185272979;-1412781.5215613758;4958050.737250304;0;
468;3434796.473333333;4.0;2540306.1735564806;3160053.065664395;1687840.0845354653;3419015.7983501493;2862304.538112886;1068211.0395519543;4941037.888941692;-668056.1949472337;4953876.187147437;0;
469;3355171.669;3.0;2700315.3897683285;2985618.209049035;4097982.5063740164;3835229.3931484497;2738864.9443326765;1448218.9332345359;4853376.603788877;2258948.344855631;2611710.140932884;0;
470;2474419.944;3.0;3568110.880407563;2959084.3620295012;5089839.35427604;3237972.264200085;3857543.236055553;2481044.641931076;4916719.732177115;1634385.0477472066;2658508.892126112;0;
471;3468169.262333333;3.0;3526139.3748210706;2966684.7685475517;5104146.590583645;2650575.824487478;3443914.2082740287;2470032.517838846;4941703.381965767;2438094.673711482;2341169.537025811;0;
472;3605618.839666667;3.0;2997872.345745635;3607992.2528939783;2213991.104534545;5049993.788673981;2740383.009857008;1847058.5294481884;4815266.463736237;-1181426.6946247218;4937332.951580659;0;
473;3394508.333333333;3.0;3046787.6497086226;3061162.312647018;2937937.24331824;3680615.319705798;2448392.0042707613;2567775.313324667;3818813.866637907;2299730.93613926;2736864.155552922;0;
474;3634012.9093333324;3.0;2899871.735729059;4154848.8132106173;2123742.326956947;5578751.53130394;3388580.825788086;1253184.5256943537;4921499.449076552;-1525215.7687344237;4958019.488043282;0;
475;3394508.333333333;3.0;3407074.773085795;2752398.5451561334;2747336.657720757;3458535.940376569;2018483.9712842142;2689366.8469512253;3068852.9607916228;2399600.328118633;2317527.0133206667;0;
476;3954650.1325;3.0;3438407.8381332424;2402375.0408358816;2130542.1656927844;5436555.777821964;2036372.857105576;2477720.7605074844;4052380.7265590904;752306.64375984;4323537.333671015;0;
477;3605306.564;3.0;3607218.7613133863;2353753.7657413003;3105998.354218533;4025636.6473607263;2233077.4867808656;2811065.298979784;3555578.335601443;2454107.633061687;2311626.551980675;0;
478;3885496.6163333324;4.0;2987757.468962132;1317094.2516430402;2470660.2073731963;757452.5738383052;1145025.323503455;2484928.1756094876;695488.5492223855;2293955.797652459;3905054.8179846;0;
480;3870121.163;5.0;2707751.052423347;2528624.245222877;2314045.1661752877;3643312.7637966615;2451276.190576683;2683633.1533094873;3040982.6512165703;1719897.9236723646;3784769.062734601;0;
481;3325380.4726666673;6.0;3058882.1959317243;3240357.266599816;2986666.2835737346;3731301.6271141884;3011397.9668805758;3311308.9013232174;3307261.6050268263;1703726.9309396392;3878581.335336733;0;
484;3430246.075833333;6.0;1677599.1460667748;2409586.1738190744;1740591.1726038866;3613747.632470528;2437038.172408702;1650894.9664204742;3177741.9161760607;1397690.033773254;3897053.1995196864;0;
485;2693309.1385000004;6.0;1579990.580872786;1774997.9606421299;1814472.584789558;3016081.7599245706;1850552.653279473;1751277.9035180118;2951332.9737636573;1574122.1208200776;3801707.300286288;0;
486;2953475.130000001;6.0;2043648.1648300267;2823136.7672368735;2208335.859464973;403246.03691315046;1950675.5666488227;2632076.6810904765;1078590.2375481285;2816232.8196429973;2367941.849622794;0;
487;2451242.3485;6.0;1800995.214687837;3221607.2905332004;1209918.1065844232;4099037.6352098915;3542097.2602770906;1143658.585451148;3115363.3252548394;1277177.7351176655;3891977.648204022;0;
488;2664266.04675;4.0;2532849.094024893;2484228.241208871;91617.00340449656;3085484.4375025374;3515701.0991234314;1528102.1496340006;3791356.502175741;1379188.4821232627;3668272.619698179;0;
489;2375723.17675;4.0;3202402.5654743975;2573488.9345078077;3691207.709126691;2912554.572912256;2531381.499421879;3610258.7233060985;1222996.6073349114;4283998.770705732;781121.2030365479;0;
490;2227995.769;4.0;3467589.1967156287;3934697.8115296722;2881946.8787359674;3157960.642616437;3076034.62079393;1398190.7271931048;4698051.462835458;97742.11744688016;3919013.151978703;0;
491;2276247.796333333;4.0;2997238.2133647264;3939314.0334541816;2656489.3600136363;3154272.043753017;2967097.422306473;1215227.5345879598;4644782.888831247;447428.4865566229;4142054.8860825906;0;
492;1383385.7489999998;4.0;3094649.562907556;2508639.172821912;3464141.4623902882;3089995.155880712;2637561.5863817134;3484731.750870943;2711589.519083805;3841596.6254125307;1738511.8592484659;0;
493;3421287.2265;4.0;3618160.4357322003;2457927.8173053237;3625400.171202433;3073657.360695905;3216968.016845651;3718790.7179033495;3379763.661127381;3889179.5216951594;1513438.242788912;0;
494;3094866.510666666;3.0;3528818.6661389;1177162.1363198787;2991244.02339386;1550433.611979039;440875.1587076403;2761065.4463488995;2694344.554119922;2616103.512940502;2305967.920980767;0;
495;3385670.747;3.0;2646438.8794912673;4070825.0964547433;2457138.155490207;4634837.448795256;3183249.8320467034;1674645.7613062754;4860458.1088205855;-262097.19884433725;4953125.735946641;0;
496;2889497.91;3.0;3565701.1008679;2936706.2487276797;4988848.749236168;3481394.3588845553;3989703.2838057093;2248195.875392477;4828916.078373476;1705676.3871136867;4116430.540577863;0;
