timestamp,PktIn,KBIn,AVG_RR,Inter,CTXSW,KBOut,CPU,SUM_RR,PktOut,vm_number,AVG_LAT_05,denormalizedPredictedResponseTimeAdded0Worker_x,denormalizedPredictedResponseTimeAdded1Worker,denormalizedPredictedResponseTimeAdded2Worker,denormalizedPredictedResponseTimeAdded3Worker,denormalizedPredictedResponseTimeAdded4Worker,denormalizedPredictedResponseTimeAdded5Worker,denormalizedPredictedResponseTimeAdded0Worker_y,denormalizedPredictedResponseTimeAdded-1Worker,denormalizedPredictedResponseTimeAdded-2Worker,denormalizedPredictedResponseTimeAdded-3Worker,denormalizedPredictedResponseTimeAdded-4Worker,denormalizedPredictedResponseTimeAdded-5Worker,advised_vm_number,post_scaled_target_variable
1566659754.0,0.3444372478351597,0.03403210948065319,0.2499984334023323,1095.2298088960558,2045.913941448287,0.4656836508715294,8.862905431976452,2.249985900620991,0.2999686242853331,9.0,12746.046777777776,15621.913626003909,14694.141070555388,14520.655237622646,14460.360130853953,14431.677574203712,14415.13364983521,15621.913626003909,14705.394341221334,14533.739424883213,14473.699209549399,14443.302614057046,14418.599731213526,8.0,14705.394341221334
1566659782.0,0.3278136269099836,0.03296258698844585,0.1427586825731273,1097.0479691626736,2054.879078859161,0.4649326658407115,8.903279009703525,1.2747047055956469,0.3278166831184579,9.0,12717.2295,14080.405844332072,12983.271964598733,12780.808005949584,12680.705255720508,12610.150787964641,12558.760658260477,14080.405844332072,12966.215859762913,12747.042376072632,12641.54793367789,12574.826241270974,12531.259592069102,4.0,12531.259592069102
1566659812.0,0.3687421886092617,0.036388353999834866,0.07655489893563808,1151.02690907826,2114.5651258212147,0.4892702498431138,10.012095848657431,0.6888757570874096,0.2749937508436594,8.0,12884.064375000002,18890.216575816587,16584.90324097181,16031.795047918356,15785.01228127146,15642.006456698646,15547.648053332698,18890.216575816587,16649.16222137346,16155.959213307715,15990.299589085818,15968.4357016249,16083.98900428614,7.0,16649.16222137346
1566659846.0,0.27842653803263795,0.029902478363907564,4.210611963849683,3293.6172642041497,3622.353350042465,0.454915547565128,51.11029273688158,37.88766884965814,0.3212836809969183,8.0,12864.249666666667,15597.793954124134,14720.949913298153,14490.824319432508,14358.087512700318,14246.917734781635,14147.600471678888,15597.793954124134,14708.795357321818,14496.22972260022,14415.31973858171,14396.753415904092,14454.957115766103,7.0,14708.795357321818
1566659878.0,0.3334704761725823,0.033851921571931905,9.445097320936503,3933.933120150508,3953.439522658438,0.5829615795751992,60.11390991639549,75.49801624185542,0.4251367300268981,6.0,13002.973666666667,20087.15965256996,14551.298754689367,13286.174271554404,12730.539567917136,12415.870071522351,12214.51663164718,20087.15965256996,14784.659476925674,13757.920259931767,13524.913620843015,13917.20421493036,17562.601862775802,6.0,
1566659909.0,0.3500037506250094,0.03692681769604629,16.361519189891336,4388.831897714362,4353.779403167886,0.4832463113069928,71.2048907875517,114.47268039329737,0.3875062506875157,5.0,13036.9114,45826.18698490546,22423.41706686707,18211.81781597931,16090.282031588018,14836.647905049975,14074.950686776885,45826.18698490546,23458.434303007736,22088.58940267917,26231.26072355725,68414.33741529004,55080.1110343591,5.0,
1566659940.0,0.29999687709351724,0.0304195857804026,19.131123785581448,3153.815843876481,2873.32767725217,0.4488469122706448,53.13098403432116,114.73758421622978,0.374994377718436,4.0,13317.593,24010.67422370275,23578.93500838917,23535.8754945575,23508.632421930786,23482.21266033875,23457.662554334296,24010.67422370275,23747.70041119797,23920.953838647318,24842.53461573513,24400.15032468065,23360.73583251941,4.0,
1566659969.0,0.2749943788436704,0.029686988334739574,15.876467929486193,1642.7862560816775,2504.2734288866586,0.4466373117153832,21.294312320430905,79.35483056137181,0.33749375474988136,4.0,13323.712,35139.294920293374,23822.80292227723,20503.938569162827,19084.97684212565,18279.27346751068,17742.225704284097,35139.294920293374,24059.30363649104,20993.096631161046,19176.153760198707,18257.736374047545,18532.91036427016,4.0,
1566660006.0,0.2874756294054392,0.029904667817512512,15.928142843155587,4945.170656296177,4439.533059297754,0.4437476235499685,90.8633245528199,63.9663107052525,0.29997063040523925,4.0,13422.72,22042.288387115488,19741.219213943546,18899.31118165285,18445.53986626489,18081.580089831044,17779.757990715305,22042.288387115488,19110.2334573,17632.73918903167,14715.886932365871,15603.516267394305,18775.545534054847,4.0,
1566660045.0,0.32506190398046914,0.03620167718550067,19.678026488293177,4474.733556455833,4250.6040110211625,0.4660343004648056,86.24100873448165,78.71210595317271,0.3625687815753618,4.0,13726.7275,52971.362721226964,27525.662405081875,22101.644553011312,20166.048171385653,19194.263361545865,18566.5884219433,52971.362721226964,26409.374340349324,20805.826899819884,17205.519548094733,17760.014461436847,19289.85687469456,4.0,
1566660045.0,0.32506190398046914,0.03620167718550067,19.678026488293177,4474.733556455833,4250.6040110211625,0.4660343004648056,86.24100873448165,78.71210595317271,0.3625687815753618,4.0,13726.7275,52971.362721226964,27525.662405081875,22101.644553011312,20166.048171385653,19194.263361545865,18566.5884219433,52971.362721226964,26409.374340349324,20805.826899819884,17205.519548094733,17760.014461436847,19289.85687469456,4.0,
1566660107.0,0.3750275040007252,0.03579363929737135,25.20211421062548,3819.8061401045893,3847.043853697985,0.480320468900202,72.62795131004802,100.80845684250193,0.3625225030005251,4.0,16411.81275,52940.75736685613,21055.388074333536,17722.76337447462,16894.91140898959,16579.860129329718,16410.86082222444,52940.75736685613,20661.16664353408,17293.876636460223,15912.890017780117,15965.052194193197,16695.786785064756,9.0,16410.86082222444
1566660139.0,0.3125262578773632,0.03122808790879452,17.1700979624577,1123.4328285985796,2072.115298339502,0.4441621341382884,9.793236721015347,68.68039184983078,0.3125300090027008,4.0,15532.69425,16176.98958324354,16179.690975952248,16186.541899847443,16193.815457348215,16200.072248468352,16206.191274073562,16176.98958324354,16175.862590501774,16176.430686649028,16180.724999961367,16202.250741270314,16225.781974399983,4.0,16176.98958324354
1566660172.0,0.3124687571854537,0.03122249339511933,9.005136952776567,1148.1835036300392,2094.9363034225703,0.4407028712290702,9.883921016792812,36.02054781110628,0.26247125706046,4.0,15453.29225,19484.696044048025,16534.453825433866,15524.452911239741,15060.480034067796,14790.485013841788,14608.432726750096,19484.696044048025,16836.72360050223,16177.50669209952,16575.088386052426,15524.579303761862,14457.87777762094,8.0,14790.485013841788
1566660206.0,0.2875212564392411,0.0306420508932925,0.6925066001455039,1112.3648648494886,2070.1765260619572,0.4681163571951862,9.442219284553543,2.7700264005820148,0.3125206314704896,4.0,15150.7035,17481.4110012636,17400.396379256737,17375.53368314002,17370.404353748494,17372.624025271958,17377.650784150766,17481.4110012636,17403.128782304593,17370.772007751886,17371.016462034786,17310.768784565378,17404.39363019563,7.0,17370.404353748494
1566660242.0,0.3125087504375219,0.03225184696734837,0.3850022500675021,1110.0892432121602,2047.9250700035,0.4773688025221574,8.691456447822867,1.5400090002700082,0.31250937546877344,5.0,14360.87925,15183.544406844712,14363.973586090891,14184.351855198745,14118.963721780869,14086.482446725442,14066.788171467557,15183.544406844712,14394.878274462373,14230.902982758318,14184.589915896819,14140.220313549566,14099.562973873226,5.0,
1566660272.0,0.3124868770310297,0.031517110814855705,0.205,1136.5907313958187,2138.3021609270745,0.44409406459427947,9.216981828859511,0.8200000000000001,0.31248562703102656,5.0,14678.767,20683.185190578584,20435.762477853492,20512.03527086108,20689.767337924208,20879.657535126542,21051.61006686077,20683.185190578584,20252.679330265648,19928.39830666534,19324.689995718607,17416.20737376366,17953.330803804558,5.0,
1566660302.0,0.3374550333563551,0.03253986026104424,0.09500057500575006,1097.1626816502294,2039.8418656241672,0.4411923697589553,8.930205605381481,0.3800023000230002,0.2749619035152644,5.0,15432.7115,18789.03234410544,18560.0388647108,18484.33400881995,18450.636721646682,18432.585521544268,18421.681211488718,18789.03234410544,18591.442544154586,18546.64859400298,18579.956216151102,19055.724851653427,18700.41584270086,10.0,18421.681211488718
1566660359.0,0.35,0.034560546875000014,0.04334730000500009,1099.91,2068.65,0.461455078125,9.280000000000037,0.2168323333583337,0.33,6.0,14000.2574,16046.171047479016,13714.481938600791,13412.877906984082,13381.051075949828,13406.841925981631,13449.362806081723,16046.171047479016,13753.653524878562,13434.986060354773,13370.348215047925,13338.131319008347,13126.782146568929,6.0,
1566660388.0,0.3099790071981556,0.03127728487077172,0.04577873333433333,1074.3365332375256,2019.5770002747226,0.4389481670815831,20.06086066737221,0.2289628333383333,0.2916320990559915,6.0,15087.5348,8665.281751327102,7983.389022813602,7887.34977751355,7956.777611937737,8083.249438917906,8233.024945758332,8665.281751327102,7989.903395948845,7840.54281155529,7786.327649241049,7660.017652026447,6769.495851812937,6.0,8665.281751327102
1566660418.0,0.3500125398704048,0.03435989675151645,0.048256931105226525,1917.5689555079066,4284.930364042419,0.4765084974149522,21.36296018327669,0.2413650661620016,0.3250150304974832,6.0,14806.062800000005,18282.616280293045,15798.861751577531,15310.359610172505,15142.087952185735,15062.43208446327,15016.784324227343,18282.616280293045,15883.896656491555,15429.635047813934,15307.419216468848,15332.555437501866,15792.845039833202,6.0,
1566660474.0,0.3583233353330584,0.034569454119726443,0.04420413322724232,1097.8743644365934,2044.718075254881,0.4832877407341906,9.139037743706046,0.2652914560316203,0.358319585895474,6.0,14999.712,17404.907285436904,15954.226349790384,15065.991490686167,14320.392619977261,13671.809977960114,13117.781992526929,17404.907285436904,15880.21226590691,15146.410465752451,14799.989169400269,14968.57682003509,16392.84521069501,6.0,
1566660505.0,0.31661834278959633,0.03161959483797318,2.959913377966733,2461.390011251896,3119.4043801257385,0.4428044872482236,42.21690959271538,17.78286814424582,0.3082845929354036,6.0,15051.8815,22278.22460470605,17574.356046329332,16278.773192969029,15688.148151722007,15309.880026874716,15018.017288885207,22278.22460470605,17569.96164979014,16310.979084049091,15849.349358481211,15685.551871216665,14643.860797676729,11.0,15018.017288885207
1566660536.0,0.3833266811281537,0.03722288555912312,7.258047350068996,3236.013966251734,3645.170617190767,0.5757018278974244,60.98375056423493,43.59152554508412,0.3998826964129972,6.0,15144.173666666666,21649.562963224227,16208.6333396406,16077.576000735402,16018.768867777937,15929.324143027698,15844.045280716078,21649.562963224227,16295.073015240292,16337.576710493291,16614.421669116837,17328.832715925717,23207.176910767543,11.0,15844.045280716078
