timestamp,PktIn,KBIn,AVG_RR,Inter,CTXSW,KBOut,CPU,SUM_RR,PktOut,vm_number,AVG_LAT_05,advised_vm_number
3005609060.0,0.3,0.023579013749246862,0.04999950000499996,2375.225358299251,4570.149059454576,0.7109635468377105,44.64547806329676,0.04999950000499995,0.2749262856715728,5.0,10000.0,2.0
